,Crash Number,Date Time,Day Of Week,Object 1,Object 2,Street Number,Steet Name,Cross Street,Location,Latitude,Longitude,Coordinates,Street_ID
2620,26294,08/03/2011 08:26:00 AM,Wednesday,Auto,Bicycle,,Massachusetts Ave,Cedar St," Massachusetts Ave & Cedar St Cambridge, MA",42.397973,-71.130897,"(42.397973, -71.130897)",2531
2621,26295,08/03/2011 09:55:00 AM,Wednesday,Auto,Bicycle,,Brattle St,HAWTHORNE ST," Brattle St & HAWTHORNE ST Cambridge, MA",42.376233,-71.125649,"(42.376233, -71.125649)",1996
2625,26302,08/04/2011 04:05:00 PM,Thursday,Bicycle,Pedestrian,183,PROSPECT ST,,"183 PROSPECT ST Cambridge, MA",42.36992,-71.100806,"(42.36992, -71.100806)",174
2627,26304,08/04/2011 05:32:00 PM,Tuesday,Auto,Bicycle,,Broadway,Windsor St," Broadway & Windsor St Cambridge, MA",42.367107,-71.095416,"(42.367107, -71.095416)",1053
2641,26318,08/07/2011 03:20:00 PM,Sunday,Auto,Bicycle,20,OXFORD AVE,,"20 OXFORD AVE Cambridge, MA",42.376466,-71.156494,"(42.376466, -71.156494)",565
2651,26326,08/09/2011 04:05:00 PM,Tuesday,Auto,Bicycle,,Hampshire St,ELM ST," Hampshire St & ELM ST Cambridge, MA",42.37048,-71.096879,"(42.37048, -71.096879)",4
2661,26335,08/11/2011 09:59:00 AM,Thursday,Auto,Bicycle,,Cambridge St,Windsor St," Cambridge St & Windsor St Cambridge, MA",42.37275,-71.093288,"(42.37275, -71.093288)",1923
2665,26339,08/11/2011 07:44:00 AM,Thursday,Auto,Bicycle,,Massachusetts Ave,Blake St," Massachusetts Ave & Blake St Cambridge, MA",42.390918,-71.122259,"(42.390918, -71.122259)",825
2668,26341,08/12/2011 09:40:00 AM,Friday,Truck,Bicycle,,Franklin St,Western Ave," Franklin St & Western Ave Cambridge, MA",42.365143,-71.106206,"(42.365143, -71.106206)",2523
2670,26343,08/12/2011 04:37:00 PM,Friday,Auto,Bicycle,193,Hampshire St,Cambridge St,"193 Hampshire St Cambridge, MA",42.372944,-71.099708,"(42.372944, -71.099708)",1178
2672,26344,08/13/2011 06:40:00 PM,Friday,Auto,Bicycle,1933,Massachusetts Ave,,"1933 Massachusetts Ave Cambridge, MA",42.38961,-71.11996,"(42.38961, -71.11996)",224
2673,26345,08/13/2011 06:59:00 PM,Saturday,Auto,Bicycle,,NORRIS ST,Massachusetts Ave," NORRIS ST & Massachusetts Ave Cambridge, MA",42.39603,-71.128707,"(42.39603, -71.128707)",1801
2686,26358,08/16/2011 12:59:00 PM,Tuesday,Auto,Bicycle,,Hampshire St,PROSPECT ST," Hampshire St & PROSPECT ST Cambridge, MA",42.372202,-71.098975,"(42.372202, -71.098975)",2051
2689,26366,08/18/2011 03:45:00 PM,Thursday,Auto,Bicycle,1809,Massachusetts Ave,,"1809 Massachusetts Ave Cambridge, MA",42.369202,-71.110689,"(42.369202, -71.110689)",1137
2697,26375,08/19/2011 07:43:00 PM,Friday,Auto,Bicycle,,Massachusetts Ave,Blake St," Massachusetts Ave & Blake St Cambridge, MA",42.390918,-71.122259,"(42.390918, -71.122259)",825
2700,26395,08/19/2011 12:00:00 PM,Friday,Auto,Bicycle,,Hampshire St,Inman St," Hampshire St & Inman St Cambridge, MA",42.373475,-71.100531,"(42.373475, -71.100531)",1189
2705,26380,08/22/2011 01:44:00 PM,Monday,Auto,Bicycle,,Amherst St,Massachusetts Ave," Amherst St & Massachusetts Ave Cambridge, MA",42.358188,-71.093089,"(42.358188, -71.093089)",454
2709,26385,08/23/2011 08:03:00 AM,Tuesday,Auto,Bicycle,,MEACHAM RD,Massachusetts Ave," MEACHAM RD & Massachusetts Ave Cambridge, MA",42.39508,-71.12764,"(42.39508, -71.12764)",2069
2712,26388,08/23/2011 05:01:00 PM,Tuesday,Auto,Bicycle,92,Brattle St,,"92 Brattle St Cambridge, MA",42.37588,-71.125121,"(42.37588, -71.125121)",1996
2716,26392,08/24/2011 01:09:00 PM,Wednesday,Auto,Bicycle,,Amherst St,Ames St," Amherst St & Ames St Cambridge, MA",42.360009,-71.087643,"(42.360009, -71.087643)",325
2721,26398,08/25/2011 01:32:00 PM,Thursday,Auto,Bicycle,,DOVER ST,Massachusetts Ave," DOVER ST & Massachusetts Ave Cambridge, MA",42.394524,-71.127012,"(42.394524, -71.127012)",2249
2737,26412,08/29/2011 09:00:00 AM,Monday,Auto,Bicycle,,Hampshire St,PROSPECT ST," Hampshire St & PROSPECT ST Cambridge, MA",42.372202,-71.098975,"(42.372202, -71.098975)",2051
2751,26426,08/31/2011 10:21:00 AM,Wednesday,Auto,Bicycle,,Cambridge St,Windsor St," Cambridge St & Windsor St Cambridge, MA",42.37275,-71.093288,"(42.37275, -71.093288)",1923
2753,26428,08/31/2011 03:10:00 PM,Wednesday,Auto,Bicycle,1039,Massachusetts Ave,Trowbridge St,"1039 Massachusetts Ave Cambridge, MA",42.36993,-71.112459,"(42.36993, -71.112459)",1492
2769,28046,09/03/2011 12:31:00 PM,Monday,Bicycle,Parked Vehicle,,Brattle St,HAWTHORNE ST," Brattle St & HAWTHORNE ST Cambridge, MA",42.376233,-71.125649,"(42.376233, -71.125649)",1996
2776,26448,09/06/2011 06:39:00 PM,Tuesday,Auto,Bicycle,,GARDEN ST,Walker St," GARDEN ST & Walker St Cambridge, MA",42.379657,-71.124694,"(42.379657, -71.124694)",1474
2787,26462,09/10/2011 12:50:00 AM,Saturday,Taxi,Bicycle,,Massachusetts Ave,Sidney St," Massachusetts Ave & Sidney St Cambridge, MA",42.36295,-71.09958,"(42.36295, -71.09958)",584
2798,26474,09/14/2011 08:03:00 AM,Wednesday,Auto,Bicycle,,Portland St,Broadway," Portland St & Broadway Cambridge, MA",42.365792,-71.09207,"(42.365792, -71.09207)",2064
2806,26481,09/14/2011 06:43:00 PM,Wednesday,Auto,Bicycle,287,PROSPECT ST,,"287 PROSPECT ST Cambridge, MA",42.37251,-71.099131,"(42.37251, -71.099131)",2147
2807,26483,09/14/2011 04:30:00 PM,Wednesday,Auto,Bicycle,,Washington Ave,Windsor St," Washington Ave & Windsor St Cambridge, MA",42.364863,-71.096266,"(42.364863, -71.096266)",121
2813,26487,09/15/2011 04:30:00 PM,Thursday,Auto,Bicycle,,Massachusetts Ave,Cedar St," Massachusetts Ave & Cedar St Cambridge, MA",42.397973,-71.130897,"(42.397973, -71.130897)",2531
2814,26488,09/15/2011 08:35:00 PM,Thursday,Auto,Bicycle,,HARVARD ST,Columbia St," HARVARD ST & Columbia St Cambridge, MA",42.366993,-71.097861,"(42.366993, -71.097861)",1683
2816,26490,09/15/2011 02:23:00 PM,Thursday,Auto,Bicycle,,Cambridge St,Ellsworth Ave," Cambridge St & Ellsworth Ave Cambridge, MA",42.374407,-71.106082,"(42.374407, -71.106082)",1014
2821,26497,09/16/2011 06:14:00 PM,Friday,Auto,Bicycle,,Massachusetts Ave,Albany St," Massachusetts Ave & Albany St Cambridge, MA",42.360828,-71.096012,"(42.360828, -71.096012)",450
2822,26498,09/17/2011 02:49:00 AM,Saturday,Taxi,Bicycle,,Massachusetts Ave,MEMORIAL DR," Massachusetts Ave & MEMORIAL DR Cambridge, MA",42.357364,-71.092567,"(42.357364, -71.092567)",2100
2840,26516,09/20/2011 02:12:00 PM,Tuesday,Auto,Bicycle,,EIGHTH ST,Otis St," EIGHTH ST & Otis St Cambridge, MA",42.371125,-71.086287,"(42.371125, -71.086287)",1028
2871,26551,09/28/2011 09:05:00 AM,Wednesday,Auto,Bicycle,,Cambridge St,ELM ST," Cambridge St & ELM ST Cambridge, MA",42.373017,-71.095346,"(42.373017, -71.095346)",1261
2880,26559,09/30/2011 07:02:00 PM,Friday,Auto,Bicycle,850,Massachusetts Ave,,"850 Massachusetts Ave Cambridge, MA",42.367101,-71.107419,"(42.367101, -71.107419)",1073
2889,26566,10/02/2011 11:00:00 PM,Sunday,Auto,Bicycle,32,Vassar St,,"32 Vassar St Cambridge, MA",42.361735,-71.091339,"(42.361735, -71.091339)",459
2891,26573,10/02/2011 12:59:00 PM,Sunday,Auto,Bicycle,303,Broadway,Tremont St,"303 Broadway Cambridge, MA",42.368945,-71.099721,"(42.368945, -71.099721)",122
2901,26580,10/04/2011 08:06:00 PM,Tuesday,Auto,Bicycle,,Hampshire St,ELM ST," Hampshire St & ELM ST Cambridge, MA",42.37048,-71.096879,"(42.37048, -71.096879)",4
2908,26586,10/06/2011 07:19:00 AM,Thursday,Auto,Bicycle,,Broadway,Windsor St," Broadway & Windsor St Cambridge, MA",42.367107,-71.095416,"(42.367107, -71.095416)",1053
2913,26592,10/07/2011 09:40:00 AM,Friday,Bicycle,Pedestrian,583,MOUNT AUBURN ST,,"583 MOUNT AUBURN ST Cambridge, MA",42.375426,-71.145214,"(42.375426, -71.145214)",2372
2917,26596,10/07/2011 04:43:00 PM,Friday,Auto,Bicycle,,Massachusetts Ave,NEWPORT RD," Massachusetts Ave & NEWPORT RD Cambridge, MA",42.385839,-71.119287,"(42.385839, -71.119287)",2415
2927,26606,10/11/2011 09:00:00 AM,Tuesday,Auto,Bicycle,738,Cambridge St,,"738 Cambridge St Cambridge, MA",42.372115,-71.089167,"(42.372115, -71.089167)",1879
2928,26607,10/11/2011 05:48:00 PM,Tuesday,Taxi,Bicycle,,Cambridge St,HARDING ST," Cambridge St & HARDING ST Cambridge, MA",42.372409,-71.090656,"(42.372409, -71.090656)",189
2932,26610,10/12/2011 07:32:00 PM,Wednesday,Van,Bicycle,1555,Massachusetts Ave,,"1555 Massachusetts Ave Cambridge, MA",42.377893,-71.119878,"(42.377893, -71.119878)",929
2948,26627,10/14/2011 08:26:00 AM,Friday,Auto,Bicycle,1000,Cambridge St,,"1000 Cambridge St Cambridge, MA",42.372653,-71.093451,"(42.372653, -71.093451)",1485
2949,26628,10/14/2011 08:29:00 AM,Friday,Auto,Bicycle,,MOUNT AUBURN ST,Aberdeen Way," MOUNT AUBURN ST & Aberdeen Way Cambridge, MA",42.375274,-71.145841,"(42.375274, -71.145841)",2526
2953,26639,10/14/2011 07:44:00 AM,Friday,Auto,Bicycle,,Binney St,Sixth St," Binney St & Sixth St Cambridge, MA",42.366151,-71.086075,"(42.366151, -71.086075)",2269
2959,26631,10/15/2011 12:00:00 PM,Saturday,Auto,Bicycle,,PLYMPTON ST,MOUNT AUBURN ST," PLYMPTON ST & MOUNT AUBURN ST Cambridge, MA",42.371412,-71.117053,"(42.371412, -71.117053)",40
2970,26650,10/18/2011 07:50:00 AM,Wednesday,Auto,Bicycle,,Concord Ave,HURON AVE," Concord Ave & HURON AVE Cambridge, MA",42.382404,-71.130996,"(42.382404, -71.130996)",1841
2973,26655,10/18/2011 10:15:00 PM,Tuesday,Auto,Bicycle,,Massachusetts Ave,Albany St," Massachusetts Ave & Albany St Cambridge, MA",42.360828,-71.096012,"(42.360828, -71.096012)",450
2980,26662,10/20/2011 08:39:00 AM,Thursday,Auto,Bicycle,,Massachusetts Ave,Rice St," Massachusetts Ave & Rice St Cambridge, MA",42.395333,-71.127921,"(42.395333, -71.127921)",1809
2987,26669,10/20/2011 07:59:00 PM,Thursday,Auto,Bicycle,1000,Cambridge St,,"1000 Cambridge St Cambridge, MA",42.372653,-71.093451,"(42.372653, -71.093451)",1485
2994,26682,10/21/2011 07:50:00 PM,Friday,Auto,Bicycle,,Cambridge St,Warren Pl," Cambridge St & Warren Pl Cambridge, MA",42.372102,-71.088276,"(42.372102, -71.088276)",2578
2996,27184,10/21/2011 03:59:00 PM,,Truck,Bicycle,,MAIN ST,Windsor St," MAIN ST & Windsor St Cambridge, MA",42.363207,-71.0967,"(42.363207, -71.0967)",2448
3009,26688,10/24/2011 02:49:00 PM,Monday,Auto,Bicycle,,Broadway,ELLERY ST," Broadway & ELLERY ST Cambridge, MA",42.372752,-71.109728,"(42.372752, -71.109728)",851
3012,26692,10/25/2011 05:39:00 PM,Tuesday,Auto,Bicycle,204,Columbia St,,"204 Columbia St Cambridge, MA",42.368239,-71.097026,"(42.368239, -71.097026)",1700
3034,26718,10/28/2011 08:45:00 AM,Friday,Taxi,Bicycle,,Massachusetts Ave,Rice St," Massachusetts Ave & Rice St Cambridge, MA",42.395333,-71.127921,"(42.395333, -71.127921)",1809
3047,26729,10/31/2011 02:49:00 PM,Monday,Auto,Bicycle,,Brookline St,Waverly St," Brookline St & Waverly St Cambridge, MA",42.355175,-71.110278,"(42.355175, -71.110278)",1044
3070,26751,11/04/2011 09:30:00 AM,Friday,Auto,Bicycle,,Putnam Ave,River St," Putnam Ave & River St Cambridge, MA",42.362257,-71.113547,"(42.362257, -71.113547)",661
3086,26767,11/08/2011 12:07:00 PM,Tuesday,Auto,Bicycle,,Massachusetts Ave,EVERETT ST," Massachusetts Ave & EVERETT ST Cambridge, MA",42.380006,-71.119917,"(42.380006, -71.119917)",1750
3104,26777,11/11/2011 10:38:00 AM,Friday,Taxi,Bicycle,,Broadway,Columbia St," Broadway & Columbia St Cambridge, MA",42.367871,-71.09736,"(42.367871, -71.09736)",1700
3114,26790,11/12/2011 09:45:00 PM,Saturday,Auto,Bicycle,,Massachusetts Ave,PLEASANT ST," Massachusetts Ave & PLEASANT ST Cambridge, MA",42.366408,-71.105392,"(42.366408, -71.105392)",1884
3126,26803,11/15/2011 08:19:00 AM,Tuesday,Truck,Bicycle,,Gore St,LAMBERT ST," Gore St & LAMBERT ST Cambridge, MA",42.373046,-71.086493,"(42.373046, -71.086493)",1087
3129,26813,11/15/2011 05:06:00 PM,Wednesday,Auto,Bicycle,320,Broadway,,"320 Broadway Cambridge, MA",42.36918,-71.101398,"(42.36918, -71.101398)",1096
3141,26818,11/17/2011 08:00:00 AM,Thursday,Auto,Bicycle,232,Broadway,,"232 Broadway Cambridge, MA",42.366661,-71.094596,"(42.366661, -71.094596)",2117
3148,26829,11/18/2011 04:28:00 PM,Friday,Auto,Bicycle,,ORCHARD ST,Blake St," ORCHARD ST & Blake St Cambridge, MA",42.391837,-71.121002,"(42.391837, -71.121002)",725
3154,26834,11/19/2011 08:29:00 PM,Saturday,Auto,Bicycle,350,Third St,Kendall Sq,"350 Third St Cambridge, MA",42.363675,-71.083353,"(42.363675, -71.083353)",865
3157,26836,11/20/2011 10:44:00 AM,Sunday,Auto,Bicycle,,HARVARD ST,PROSPECT ST," HARVARD ST & PROSPECT ST Cambridge, MA",42.368301,-71.101743,"(42.368301, -71.101743)",1096
3169,26401,11/25/2011 06:40:00 PM,Thursday,Auto,Bicycle,,Massachusetts Ave,Dana Pl," Massachusetts Ave & Dana Pl Cambridge, MA",42.369169,-71.110776,"(42.369169, -71.110776)",2047
3174,26851,11/26/2011 04:34:00 PM,Saturday,Taxi,Bicycle,,Massachusetts Ave,STATE ST," Massachusetts Ave & STATE ST Cambridge, MA",42.362647,-71.099069,"(42.362647, -71.099069)",1438
3190,26870,11/30/2011 01:05:00 PM,Wednesday,Auto,Bicycle,,Ames St,Amherst St," Ames St & Amherst St Cambridge, MA",42.360009,-71.087643,"(42.360009, -71.087643)",325
3191,26871,11/30/2011 02:25:00 PM,Wednesday,Auto,Bicycle,,River St,Blackstone St," River St & Blackstone St Cambridge, MA",42.362009,-71.114307,"(42.362009, -71.114307)",711
3192,26872,11/30/2011 04:12:00 PM,Wednesday,Auto,Bicycle,,Broadway,Galileo Galilei Way," Broadway & Galileo Galilei Way Cambridge, MA",42.364812,-71.089386,"(42.364812, -71.089386)",177
3195,26875,11/30/2011 06:59:00 PM,Wednesday,Taxi,Bicycle,,Brookline St,Putnam Ave," Brookline St & Putnam Ave Cambridge, MA",42.357369,-71.108023,"(42.357369, -71.108023)",682
3244,26920,12/13/2011 01:44:00 AM,Tuesday,Auto,Bicycle,,Massachusetts Ave,Vassar St," Massachusetts Ave & Vassar St Cambridge, MA",42.360154,-71.094882,"(42.360154, -71.094882)",459
3254,26929,12/14/2011 07:34:00 PM,Wednesday,Auto,Bicycle,1430,Massachusetts Ave,Church St,"1430 Massachusetts Ave Cambridge, MA",42.374014,-71.119122,"(42.374014, -71.119122)",442
3266,26958,12/16/2011 04:24:00 PM,,Auto,Bicycle,,MAIN ST,Vassar St," MAIN ST & Vassar St Cambridge, MA",42.362709,-71.089933,"(42.362709, -71.089933)",1129
3306,26982,12/27/2011 10:19:00 AM,Tuesday,Auto,Bicycle,,Cambridge St,Trowbridge St," Cambridge St & Trowbridge St Cambridge, MA",42.374918,-71.11006,"(42.374918, -71.11006)",2086
3310,26987,12/28/2011 02:19:00 PM,Wednesday,Auto,Bicycle,240,Albany St,,"240 Albany St Cambridge, MA",42.358382,-71.100964,"(42.358382, -71.100964)",916
3315,26992,12/30/2011 10:19:00 AM,Friday,Auto,Bicycle,810,MAIN ST,,"810 MAIN ST Cambridge, MA",42.363147,-71.097329,"(42.363147, -71.097329)",2466
3327,30225,01/03/2012 09:00:00 AM,Tuesday,Auto,Bicycle,,Cambridge St,Willow St," Cambridge St & Willow St Cambridge, MA",42.37256,-71.091821,"(42.37256, -71.091821)",173
3328,30226,01/03/2012 03:00:00 PM,Tuesday,Auto,Bicycle,,Massachusetts Ave,Norfolk St," Massachusetts Ave & Norfolk St Cambridge, MA",42.364424,-71.102083,"(42.364424, -71.102083)",438
3332,30231,01/05/2012 05:39:00 PM,Thursday,Auto,Bicycle,,Hampshire St,Tremont St," Hampshire St & Tremont St Cambridge, MA",42.371501,-71.098121,"(42.371501, -71.098121)",2008
3339,30238,01/06/2012 05:22:00 PM,Friday,Auto,Bicycle,,Massachusetts Ave,Windsor St," Massachusetts Ave & Windsor St Cambridge, MA",42.361389,-71.096953,"(42.361389, -71.096953)",12
3343,30242,01/09/2012 09:30:00 AM,Monday,Auto,Bicycle,,Massachusetts Ave,Landsdowne St," Massachusetts Ave & Landsdowne St Cambridge, MA",42.361746,-71.097556,"(42.361746, -71.097556)",2602
3353,30252,01/11/2012 07:18:00 AM,Wednesday,Auto,Bicycle,1688,Massachusetts Ave,,"1688 Massachusetts Ave Cambridge, MA",42.382726,-71.11981,"(42.382726, -71.11981)",1426
3372,30270,01/14/2012 03:14:00 AM,Saturday,Auto,Bicycle,,Massachusetts Ave,EXETER PARK," Massachusetts Ave & EXETER PARK Cambridge, MA",42.384803,-71.119405,"(42.384803, -71.119405)",726
3409,30303,01/22/2012 02:30:00 PM,Sunday,Auto,Bicycle,,Cambridge St,SPRINGFIELD ST," Cambridge St & SPRINGFIELD ST Cambridge, MA",42.373689,-71.100529,"(42.373689, -71.100529)",1635
3431,30329,01/27/2012 06:20:00 PM,Friday,Auto,Bicycle,,Walden St,Raymond St," Walden St & Raymond St Cambridge, MA",42.387396,-71.127554,"(42.387396, -71.127554)",179
3451,30347,02/02/2012 09:04:00 AM,Thursday,Auto,Bicycle,,HURON AVE,RESERVOIR ST," HURON AVE & RESERVOIR ST Cambridge, MA",42.381423,-71.135808,"(42.381423, -71.135808)",2430
3456,30352,02/02/2012 06:21:00 PM,Thursday,Auto,Bicycle,,Massachusetts Ave,Rice St," Massachusetts Ave & Rice St Cambridge, MA",42.395333,-71.127921,"(42.395333, -71.127921)",1809
3460,30355,02/03/2012 01:30:00 PM,Friday,Auto,Bicycle,287,Broadway,,"287 Broadway Cambridge, MA",42.368469,-71.098563,"(42.368469, -71.098563)",107
3463,30358,02/03/2012 06:17:00 PM,Friday,Auto,Bicycle,,Hampshire St,Bristol St," Hampshire St & Bristol St Cambridge, MA",42.367952,-71.093803,"(42.367952, -71.093803)",952
3466,30364,02/03/2012 02:52:00 PM,Friday,Auto,Bicycle,,Cambridge St,SPRINGFIELD ST," Cambridge St & SPRINGFIELD ST Cambridge, MA",42.373689,-71.100529,"(42.373689, -71.100529)",1635
3469,30361,02/05/2012 03:00:00 PM,Sunday,Auto,Bicycle,,MOUNT AUBURN ST,Brattle St," MOUNT AUBURN ST & Brattle St Cambridge, MA",42.375282,-71.145695,"(42.375282, -71.145695)",2372
3485,30382,02/09/2012 05:10:00 PM,Thursday,Auto,Bicycle,1975,Massachusetts Ave,,"1975 Massachusetts Ave Cambridge, MA",42.390201,-71.120625,"(42.390201, -71.120625)",836
3514,30411,02/17/2012 03:00:00 PM,Friday,Auto,Bicycle,2274,Massachusetts Ave,,"2274 Massachusetts Ave Cambridge, MA",42.368925,-71.110257,"(42.368925, -71.110257)",1335
3532,30426,02/22/2012 05:49:00 PM,Wednesday,Auto,Bicycle,,Broadway,Amory St," Broadway & Amory St Cambridge, MA",42.369702,-71.102,"(42.369702, -71.102)",28
3538,30431,02/23/2012 02:00:00 PM,Thursday,Auto,Bicycle,,Western Ave,Putnam Ave," Western Ave & Putnam Ave Cambridge, MA",42.364484,-71.113893,"(42.364484, -71.113893)",670
3542,30438,02/23/2012 07:44:00 AM,Thursday,Auto,Bicycle,,DAVENPORT ST,Massachusetts Ave," DAVENPORT ST & Massachusetts Ave Cambridge, MA",42.389419,-71.120032,"(42.389419, -71.120032)",224
3556,30454,02/28/2012 09:14:00 AM,Tuesday,Auto,Bicycle,,Massachusetts Ave,Walden St," Massachusetts Ave & Walden St Cambridge, MA",42.391373,-71.123272,"(42.391373, -71.123272)",757
3561,30459,02/28/2012 06:45:00 PM,Tuesday,Bus (Other),Bicycle,,Broadway,Hampshire St," Broadway & Hampshire St Cambridge, MA",42.365435,-71.091112,"(42.365435, -71.091112)",249
3567,30453,02/29/2012 09:45:00 PM,Wednesday,Auto,Bicycle,,ELM ST,Broadway," ELM ST & Broadway Cambridge, MA",42.368203,-71.098201,"(42.368203, -71.098201)",151
3593,30485,03/07/2012 07:57:00 PM,Wednesday,Auto,Bicycle,1,Hampshire St,,"1 Hampshire St Cambridge, MA",42.365232,-71.090065,"(42.365232, -71.090065)",242
3599,30490,03/08/2012 06:21:00 PM,Thursday,Auto,Bicycle,164,Hampshire St,,"164 Hampshire St Cambridge, MA",42.371792,-71.098651,"(42.371792, -71.098651)",88
3606,30494,03/09/2012 01:08:00 PM,Friday,Auto,Bicycle,,SPRINGFIELD ST,Cambridge St," SPRINGFIELD ST & Cambridge St Cambridge, MA",42.373689,-71.100529,"(42.373689, -71.100529)",1635
3607,30495,03/09/2012 12:00:00 AM,Friday,Auto,Bicycle,831,Massachusetts Ave,,"831 Massachusetts Ave Cambridge, MA",42.367211,-71.106461,"(42.367211, -71.106461)",2540
3612,30501,03/12/2012 07:59:00 PM,Monday,Auto,Bicycle,,Galileo Galilei Way,Broadway," Galileo Galilei Way & Broadway Cambridge, MA",42.364802,-71.089413,"(42.364802, -71.089413)",177
3638,30527,03/20/2012 10:22:00 PM,Tuesday,Auto,Bicycle,1731,Massachusetts Ave,,"1731 Massachusetts Ave Cambridge, MA",42.384182,-71.119283,"(42.384182, -71.119283)",616
3639,30528,03/20/2012 05:42:00 PM,Tuesday,Auto,Bicycle,125,MOUNT AUBURN ST,,"125 MOUNT AUBURN ST Cambridge, MA",42.373444,-71.122898,"(42.373444, -71.122898)",490
3656,30580,03/23/2012 06:30:00 PM,,Auto,Bicycle,,Massachusetts Ave,Albany St," Massachusetts Ave & Albany St Cambridge, MA",42.360828,-71.096012,"(42.360828, -71.096012)",450
3665,30550,03/26/2012 03:37:00 PM,Monday,Auto,Bicycle,,FRESH POND PKY,HURON AVE," FRESH POND PKY & HURON AVE Cambridge, MA",42.379976,-71.144533,"(42.379976, -71.144533)",1617
3671,30555,03/28/2012 08:04:00 AM,Wednesday,Auto,Bicycle,,Massachusetts Ave,Russell St," Massachusetts Ave & Russell St Cambridge, MA",42.391769,-71.12387,"(42.391769, -71.12387)",744
3677,30564,03/30/2012 03:49:00 PM,Friday,Auto,Bicycle,265,Allston St,MAGAZINE ST,"265 Allston St Cambridge, MA",42.360118,-71.110633,"(42.360118, -71.110633)",1655
3678,30565,03/30/2012 10:02:00 PM,Friday,Auto,Bicycle,1124,Cambridge St,,"1124 Cambridge St Cambridge, MA",42.372999,-71.09592,"(42.372999, -71.09592)",143
3691,30573,04/02/2012 12:20:00 PM,Monday,Auto,Bicycle,,Cambridge St,SUMNER RD," Cambridge St & SUMNER RD Cambridge, MA",42.375266,-71.112729,"(42.375266, -71.112729)",2124
3694,30578,04/03/2012 03:00:00 PM,Tuesday,Auto,Bicycle,,Massachusetts Ave,Vassar St," Massachusetts Ave & Vassar St Cambridge, MA",42.360154,-71.094882,"(42.360154, -71.094882)",459
3699,30587,04/04/2012 05:39:00 PM,Wednesday,Auto,Bicycle,243,Broadway,,"243 Broadway Cambridge, MA",42.367278,-71.095586,"(42.367278, -71.095586)",820
3700,30588,04/04/2012 07:08:00 PM,Wednesday,Auto,Bicycle,,Bishop Allen Dr,Columbia St," Bishop Allen Dr & Columbia St Cambridge, MA",42.364154,-71.099474,"(42.364154, -71.099474)",2455
3705,30594,04/05/2012 12:15:00 PM,Thursday,Auto,Bicycle,710,MAIN ST,,"710 MAIN ST Cambridge, MA",42.362968,-71.095019,"(42.362968, -71.095019)",2452
3709,30598,04/07/2012 12:59:00 AM,Saturday,Bicycle,Parked Vehicle,,Western Ave,Massachusetts Ave," Western Ave & Massachusetts Ave Cambridge, MA",42.365574,-71.103991,"(42.365574, -71.103991)",1190
3710,30599,04/07/2012 06:56:00 PM,Saturday,Auto,Bicycle,,Alewife Brook Pky,MATIGNON RD," Alewife Brook Pky & MATIGNON RD Cambridge, MA",42.40261,-71.134446,"(42.40261, -71.134446)",1595
3718,30604,04/09/2012 11:04:00 PM,Monday,Auto,Bicycle,,MAIN ST,Portland St," MAIN ST & Portland St Cambridge, MA",42.362974,-71.093634,"(42.362974, -71.093634)",2444
3726,30612,04/13/2012 12:00:00 PM,,Auto,Bicycle,,Portland St,Hampshire St," Portland St & Hampshire St Cambridge, MA",42.366295,-71.091782,"(42.366295, -71.091782)",2431
3731,30616,04/13/2012 09:00:00 AM,,Auto,Bicycle,24,ELIOT ST,,"24 ELIOT ST Cambridge, MA",42.371721,-71.121246,"(42.371721, -71.121246)",1959
3741,30628,04/19/2012 05:29:00 PM,,Auto,Bicycle,,Gore St,SEVENTH ST," Gore St & SEVENTH ST Cambridge, MA",42.372557,-71.085138,"(42.372557, -71.085138)",1078
3744,30633,04/20/2012 01:27:00 PM,Friday,Auto,Bicycle,1617,Massachusetts Ave,,"1617 Massachusetts Ave Cambridge, MA",42.380355,-71.119452,"(42.380355, -71.119452)",2587
3747,30644,04/20/2012 04:14:00 PM,Thursday,Auto,Bicycle,,Massachusetts Ave,STATE ST," Massachusetts Ave & STATE ST Cambridge, MA",42.362647,-71.099069,"(42.362647, -71.099069)",1438
3755,30655,04/21/2012 03:56:00 PM,Saturday,Auto,Bicycle,,Broadway,QUINCY ST," Broadway & QUINCY ST Cambridge, MA",42.374832,-71.114477,"(42.374832, -71.114477)",2197
3766,30653,04/24/2012 09:59:00 AM,Tuesday,Auto,Bicycle,332,Broadway,,"332 Broadway Cambridge, MA",42.369444,-71.102336,"(42.369444, -71.102336)",1146
3775,30689,04/26/2012 02:48:00 PM,Thursday,Auto,Bicycle,,MAGAZINE ST,GRANITE ST," MAGAZINE ST & GRANITE ST Cambridge, MA",42.356865,-71.113557,"(42.356865, -71.113557)",1929
3779,30668,04/27/2012 07:12:00 PM,Friday,Auto,Bicycle,,JFK St,MEMORIAL DR," JFK St & MEMORIAL DR Cambridge, MA",42.369792,-71.122448,"(42.369792, -71.122448)",578
3780,30768,04/27/2012 11:35:00 AM,Friday,Auto,Bicycle,,MAIN ST,Broadway," MAIN ST & Broadway Cambridge, MA",42.362071,-71.082667,"(42.362071, -71.082667)",619
3802,30693,05/03/2012 05:04:00 PM,Thursday,Auto,Bicycle,1414,Cambridge St,,"1414 Cambridge St Cambridge, MA",42.373728,-71.101571,"(42.373728, -71.101571)",2224
